"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"X140_16S",72,103.5,15.9438571383527,108.561217234678,5.51313841024831,3.36834106274223,0.924126315789474,13.1798002219756,23.6032664110973
"X141_16S",130,167.935483870968,14.2398827904348,183.554247371632,7.20936139275815,2.32353969771256,0.774961146726277,4.44367710487603,24.4179283591306
"X143_16S",122,177.681818181818,21.0536321423375,197.632509224749,8.39540937232555,2.64430899044389,0.821128671000078,5.59061089103015,25.9647860020586
"X144_16S",262,342.815384615385,20.8773809237128,372.014919400333,11.1416465802736,2.39310159019652,0.635043397555545,2.74005181246775,65.3953380395975
"X145_16S",81,116.0625,16.0016881145162,125.236731973464,6.66053656994618,3.05147193578521,0.860746173469388,7.18113121135791,26.0019437189464
"X146_16S",150,181.794117647059,12.1880275900934,196.413135200983,7.49750099416763,3.90074048195367,0.961714831068879,26.1197750439367,43.0182436937713
"X147_16S",114,165.75,20.4194133556578,177.011091584467,7.83765494148798,3.28322952772866,0.929469595139414,14.1782824297784,28.2541923786328
"X15_16S",130,191,20.5214586773828,208.008932911539,8.86989367810235,2.38043458834255,0.739080841075226,3.83260471987153,35.5942831171239
"X150_16S",100,160.882352941176,24.4021482848784,181.552605508223,8.08314274814653,3.18033362543314,0.921030576945031,12.6631291114274,27.0556057500564
"X151_16S",126,181.434782608696,20.7130899844842,199.579979428174,8.0050481574851,3.52382173621062,0.94377037559576,17.784219805754,34.2598676307762
"X153_16S",36,55.4285714285714,12.641843437597,59.9618684522475,4.04498001680126,1.6118531611908,0.646020510786916,2.82502243907706,8.22282067385851
"X156_16S",98,120.894736842105,11.0144281299439,126.541751463728,5.81651273647949,3.11737813566782,0.926546519886364,13.6140588363267,18.6896612605054
"X157_16S",95,118,12.7618566279237,110.342153979239,4.88627225524176,2.81257675406307,0.891623714193196,9.22711082554203,17.8785598209809
"X158_16S",112,179.535714285714,22.8834219200066,225.835135135135,9.2909864753128,2.34314016911404,0.687952249770432,3.20463774939674,32.4657896033354
"X159_16S",62,79.7692307692308,10.015098352702,94.4169338045659,5.36696622295546,3.20323579977447,0.930139505259698,14.3142415998824,17.1104795145337
"X160_16S",75,100,13.0127520523651,105.697345994643,5.63018728774602,3.12887379174612,0.898872447947663,9.88850199283443,20.0120755282613
"X162_16S",43,55.3636363636364,7.94869012364305,64.8261846082871,4.65385935786907,3.33791445151964,0.951398585649295,20.5755329008341,20.2537956623731
"X163_16S",61,94.0666666666667,15.5597869551171,131.872291402387,7.61406293559128,2.3048335377991,0.771086608871307,4.36846440074714,17.608738873616
"X164_16S",45,74.25,15.0368352960221,90.4612653618571,5.09685103011988,3.14178735877046,0.919583333333333,12.4352331606218,26.1516567532056
"X166_16S",32,39.8,5.79108975953707,50.5268044717887,4.27594484720915,2.64433446052533,0.881090510771228,8.40975776185602,12.152055475752
"X167_16S",41,49.0769230769231,5.59831237810473,58.2780280943546,4.58811777597227,2.5771889388621,0.82606312162268,5.74921206663665,14.6478857697567
"X168_16S",45,64,11.2875415281628,74.2821063516685,5.61944833357904,2.72542421793454,0.87194377814249,7.80906999671377,15.5030665089299
"X169_16S",57,78.375,13.1439277188485,73.4598045481094,4.19488874368228,2.28697029634784,0.716892884869694,3.5322319594113,15.0521245813226
"X17_16S",176,235.4,21.35929999203,242.55793316037,8.3656335895229,3.291602058617,0.937705423777113,16.0527619037336,29.9606913599492
"X170_16S",85,116,14.5349735681616,140.062714690119,7.63623353353151,2.81338177428451,0.90883611025504,10.9692555111196,14.4194532777791
"X171_16S",81,110,14.0457822850847,117.998429080771,5.80540458364115,2.32919037621303,0.79368567977011,4.84697329242937,16.6362549667394
"X172_16S",55,70.8125,8.71236165302146,79.1758658996835,5.07567324623439,1.07268344806504,0.412556846834427,1.70229237435362,10.4822881841511
"X173_16S",46,89.875,23.4544878238499,95.2951512155664,5.95534937413506,3.27313353504295,0.934963579604579,15.376,26.4718740362244
"X174_16S",54,124.857142857143,36.5021625870435,126.482741159592,7.16375253681373,2.61040541641197,0.820747421276781,5.57872030139151,19.1207973042103
"X175_16S",55,75,10.5603380978424,86.6879600684457,5.53678221822712,2.44850787106536,0.802902309261837,5.07362616099071,16.3240962795105
"X176_16S",199,248.166666666667,16.6832645187585,261.398617941143,8.35766995229736,3.88512584794693,0.95976550096731,24.8542923123637,47.9858498671852
"X177_16S",142,167.083333333333,10.0992313764554,183.048013300567,7.04275623507644,2.97310692569105,0.869862053495336,7.68415382952244,29.1774511087481
"X179_16S",102,155.8125,22.4923039390439,164.290025137008,7.21980895099758,3.16968199671787,0.926003402442386,13.5141348792611,24.4242329598033
"X18_16S",286,421.775862068966,32.2187254423681,447.345333270471,12.320902720279,3.68015870542111,0.933260371716967,14.9836015831427,81.9945891351666
"X180_16S",483,680.063157894737,37.5016894706027,698.397033323883,13.6744313350265,2.74299127100489,0.773518134085257,4.41536454126726,103.087868341901
"X181_16S",84,105.565217391304,10.0450706154534,122.118381668457,6.5364773606158,2.49790329894725,0.81498741899713,5.40503783353246,21.5420279144867
"X182_16S",243,361.404255319149,30.731097056404,391.110257985258,11.8048251441394,2.78077308922656,0.813053140925509,5.34911367300126,57.0384736026631
"X183_16S",170,265.689655172414,29.9237887564467,271.649740617804,9.62595839076377,2.8219096334685,0.896747225355126,9.68496975930555,28.7897231400474
"X184_16S",58,112,29.0234649212492,99.159710898498,5.5232119075225,3.44758714786364,0.945550022634676,18.3654805453941,24.6225186651366
"X187_16S",68,104.909090909091,18.5460935007722,100.625604931727,5.22777793047187,3.23931096278936,0.903450093073464,10.3573377938199,25.4400343442835
"X188_16S",340,422.178571428571,19.8115685835384,447.426689899197,10.7488900646488,2.25429551159697,0.722229158948722,3.6000899022205,67.0925743401649
"X189_16S",56,122,32.9574681089065,115.127351918502,7.06366054180225,3.51122676531508,0.949266975308642,19.7110266159696,33.6653020790534
"X190_16S",278,362.318181818182,21.4765209242432,395.024987157987,11.3800663993467,2.64147518028611,0.836942129853717,6.13279199037052,50.2951864031159
"X191_16S",86,107.9375,11.1425290152472,124.418013992019,6.40320219465734,2.94566837893699,0.906781979928709,10.7275395812443,16.913710803078
"X192_16S",186,205,8.12531371011004,214.596619314268,7.00346878997143,2.44919457060254,0.810400853511296,5.2742853463192,29.7564367692976
"X193_16S",141,174.115384615385,13.4406100112995,176.838731356226,6.49997385073174,2.02137336773583,0.769916871181131,4.34625522146494,22.6619669789103
"X194_16S",384,492.655172413793,24.2382175974796,517.222473770313,11.4682385037552,0.993744954123619,0.28291004636216,1.39452518463958,66.3484734597962
"X195_16S",341,423.786885245902,21.6204179002113,427.769602375667,10.2690431866382,2.21007191686275,0.763564925457729,4.22949091599865,53.7840465992379
"X196_16S",570,675.1875,22.1891776227714,687.621169511849,12.2038217886236,2.51340975497345,0.854887128209719,6.89118744369701,86.9313521775903
"X197_16S",437,558.882352941176,30.7045099054833,536.34390806851,11.5602899696778,2.64406144224571,0.820807984937127,5.58060580796042,63.8639360587276
"X198_16S",262,355.139534883721,26.0779775857058,364.273197532227,10.0701791302559,2.30738005392216,0.784067754860191,4.63108230710302,43.0122473457013
"X199_16S",72,183.363636363636,46.3462252784896,227.125527195765,11.299686478382,3.888129172034,0.966813694601974,30.1329113924051,60.7382003963144
"X200_16S",460,570.568181818182,24.4891529730873,581.699289176287,11.4044646654614,2.24019350079603,0.779502098557314,4.53519055490843,71.7347779995611
"X201_16S",61,92.2307692307692,15.4833192701704,115.362174817898,6.88443668334148,2.58854611411667,0.847557206213127,6.55983779330416,15.4664595114483
"X202_16S",140,206.5,23.6412089971385,235.931968554688,9.01072612888426,3.15478692410772,0.925688647669027,13.4568941168791,25.9705192103967
"X203_16S",178,237,20.1778365225884,236.869870741063,7.76152758745868,2.90990084496355,0.881237461419753,8.42016356297662,33.0303247067579
"X204_16S",125,184.368421052632,23.1302030412971,179.069294160718,7.01137777667287,1.88277341279757,0.717868980818427,3.54445251323613,22.9189939410413
"X205_16S",118,194,27.393908324093,214.566006463483,9.26842533791077,1.08269292035705,0.482758420007716,1.93333258322913,17.5616516898902
"X206_16S",231,316.024390243902,24.6052694869438,333.584487283736,10.351680343724,1.60381300444185,0.553419588733281,2.23923838746871,34.7215819229072
"X207_16S",605,708.620437956204,20.906198809117,746.963998867368,13.2324508961554,3.89643337648991,0.872753729630963,7.85877650558888,152.412392476772
"X208_16S",75,135,26.1654490769785,127.982557049451,6.20709911425183,4.0589782464405,0.978306859335222,46.097520661157,52.3459507564976
"X209_16S",287,363.145833333333,21.6165008377449,368.927687446917,9.66334271519536,2.57873074107386,0.797745757472812,4.94427205830096,52.5385337808596
"X21_16S",326,408.078431372549,22.5322720966796,414.445650586993,10.2925919507406,3.41426342410394,0.92827056884304,13.9412788289339,55.2573741266006
"X210_16S",224,351.1875,32.3325396127194,373.897052089678,11.6822054382689,2.45062644267497,0.818323512843655,5.50428960649943,47.2494709619709
"X211_16S",305,398.923076923077,23.4164036036825,427.74653623612,10.8889188481616,2.21579296697663,0.749530049703875,3.99249490335157,51.3879753447735
"X212_16S",524,653.2,27.4206069053438,653.929768061519,12.3375293782112,3.32294033712701,0.884067815700759,8.62573241455391,105.575828248511
"X213_16S",237,292.565217391304,17.1803310072281,310.859598520492,8.95757428781723,3.41798754054253,0.940026710484922,16.674089550292,45.1509567642424
"X214_16S",260,379.277777777778,29.6894624432864,390.495144411689,11.5561498301571,0.675209296992244,0.210227379432749,1.26618722143312,39.6512031802306
"X215_16S",64,134.909090909091,31.6501709995401,159.460954882985,7.51251253275704,3.50200690885519,0.945157048940833,18.233883857219,34.6604897390405
"X216_16S",346,460.86301369863,26.4993269635783,501.40379764282,12.6642456065897,2.29037465189169,0.803650273914206,5.09295337424129,60.2403983593937
"X218_16S",40,155.5,77.2477210665004,79.4570713899405,4.26281148849045,1.69915373008194,0.720565289256198,3.57865347987081,8.14074538818433
"X219_16S",266,307.590909090909,13.9760700476107,320.206220030274,9.02198185210703,2.24367060965875,0.726779980690887,3.66005391013691,35.7986600556369
"X220_16S",249,320.666666666667,20.3000469891725,329.575753003562,9.47677157859113,2.51329113723618,0.833025087803403,5.98892364634152,48.7795637290385
"X221_16S",200,236.092307692308,11.5087210755698,260.597719632435,8.48819974759767,1.15601986952374,0.280355029578109,1.38957408319515,44.5505865396091
"X222_16S",143,196.125,19.788084729325,206.830444311616,8.03580867906445,2.89299528764958,0.830917263907121,5.91426436020462,29.1492766876536
"X223_16S",89,120.071428571429,15.1068406149666,126.289601554908,5.98324149751871,3.16397223102276,0.91841888550601,12.2577388921755,21.1391607175306
"X224_16S",133,194.875,22.3225494625969,200.473556488889,8.26507531914283,3.8420721917951,0.958406530612245,24.0422358298006,43.6554883362273
"X225_16S",226,293.525,20.7001611973843,302.341620915649,8.75531315120311,2.80513915215515,0.850533711498601,6.69047187848408,47.1790748374192
"X226_16S",276,375.55223880597,24.2893914105127,385.481387162681,10.2176878148997,2.99921889731684,0.760926273444333,4.18281010802396,83.3695165421162
"X227_16S",129,189.882352941176,24.4026218569449,188.936015835703,7.4191721188794,3.05751650918451,0.888391494750977,8.95989062633513,25.3351527102612
"X228_16S",347,498.013513513514,32.6684985873027,511.882812582876,12.3562755848047,4.92111154847199,0.971038369265189,34.5284424470626,154.455978631908
"X229_16S",98,184.25,36.2683294969285,197.042673175659,9.02751196898645,1.85703452763624,0.752298943709446,4.03712448778175,14.026934867004
"X23_16S",80,115.428571428571,16.7500341204585,122.348346825759,6.36247684629665,2.04503719364545,0.698201108430134,3.31346478709151,16.8928370837826
"X230_16S",196,281.8,25.9329274603518,296.428493384792,9.66226958279086,2.33984589527801,0.754226557571487,4.068787864624,34.2418440327171
"X231_16S",109,195,37.2133878663416,162.984895441553,6.51518149818402,1.851820905931,0.763785337544619,4.23343745729116,16.8392450674613
"X232_16S",172,263.935483870968,28.3993563808723,290.278203787243,10.5167891596562,2.78949184496082,0.865935326387358,7.45908652184793,36.8740964175085
"X233_16S",296,500,52.5149899533068,432.700721322307,10.8178753372592,2.77153302535093,0.840711026592564,6.27789845466678,56.525097002673
"X234_16S",65,69.3333333333333,3.40332966675941,75.3657279018199,4.29249707938019,3.16611932947421,0.924703300118486,13.2807945311492,16.8135081531569
"X235_16S",135,177.774193548387,15.6005463912651,197.428042420783,7.93059140240724,1.71741894881716,0.633509806552758,2.72858597004712,23.6157196818136
"X236_16S",44,67.1,13.1395055050802,88.0697119341564,6.68562013956535,3.20183291889942,0.939753244672328,16.5984042553191,20.215534871631
"X237_16S",76,131.5,25.1559521085811,155.764811925379,8.29036121848717,2.99523188098552,0.898983557603619,9.89937851974703,21.2648194134471
"X238_16S",102,149.833333333333,19.7747618045954,157.668660287081,6.92210223461164,3.02186300376254,0.90067649966279,10.0681107351727,25.8182023832856
"X239_16S",110,201.5,32.3602431231224,204.668851603807,7.92528117568317,2.53124652468276,0.860964766737633,7.19242149299627,25.8588616970829
"X24_16S",289,350.285714285714,18.2066765073727,375.864050661199,10.4849200529026,3.40668650162235,0.94160737744753,17.1254510636411,45.0308240019491
"X240_16S",101,218.166666666667,59.2102308512685,144.749759188211,6.22272727257278,1.2446711214788,0.559181755323044,2.26850864744227,13.2670973449958
"X241_16S",103,154,18.9451312321292,170.657105565323,8.27736866320558,3.2679027108695,0.916598626858469,11.9902102607233,35.8907874453724
"X242_16S",107,169.666666666667,24.5528291019566,196.679778393352,9.11665651628749,3.23818818041691,0.930453700008699,14.3789101666816,25.3448483448844
"X244_16S",210,259.459459459459,16.6391948634325,275.708643674203,8.73547825683437,3.02276252805724,0.866925953585566,7.51461330698316,35.8914357926589
"X246_16S",159,221.255319148936,18.6262312425826,252.501409764502,9.7610926872147,0.547396584021295,0.13491746271541,1.15595906390493,29.3508356253227
"X247_16S",89,102.588235294118,7.67976015461501,110.743703165477,5.43154366173371,2.86908910666301,0.893663505537843,9.40410914482307,18.0218434178626
"X248_16S",41,53,7.95767103503825,59.930679525324,4.36381828274326,1.63957448206913,0.699847158308426,3.33163595708204,8.05350667872263
"X249_16S",116,201.555555555556,31.6513523273636,205.050041436867,8.35067303446837,2.64825849533776,0.869695676174892,7.67434242122451,23.9446414080771
"X25_16S",83,195.875,52.1395250845006,169.383439490446,7.60724908097663,3.08785196860494,0.922183240760585,12.8507022108611,22.1333328957305
"X250_16S",111,142.538461538462,12.952925437425,171.680065906077,7.72880996302847,2.57840429561229,0.828406989234651,5.82774319035341,22.7445578924238
"X251_16S",296,365.928571428571,19.4411785182479,376.67202930245,9.80020678321957,2.70235245812688,0.79913542412665,4.97847863742048,58.738673843735
"X253_16S",308,413.442857142857,25.0906642784391,441.865625030978,11.6241381141684,2.17815432595084,0.797757547840317,4.94456030037866,53.1305789824139
"X254_16S",146,207.25,23.3589540300086,209.277812476368,7.83514245146875,2.88007741623398,0.880247903737818,8.35058450927343,25.6394378284429
"X255_16S",320,395.373134328358,19.6504789303833,409.841570574203,10.1362828910026,2.67367491870084,0.82764235605842,5.80188947314078,61.4207088037943
"X256_16S",327,391.225352112676,17.180873310426,406.995955215939,9.96444953785175,3.64834140719688,0.947401756135501,19.0120415916576,70.7925067146144
"X257_16S",209,302,25.553049197544,333.69507266935,11.0749882327526,2.59280878311986,0.827142255812487,5.78510384189221,43.5508053399908
"X258_16S",166,241.115384615385,25.4510387485927,261.95492433563,9.60469956961122,2.81794049106217,0.821009527866074,5.58688955941616,30.9413230205258
"X26_16S",285,370.3125,23.6061341253638,389.273540417613,10.6133219893772,3.29661935543823,0.928323495250035,13.9515731617828,45.8428387329723
"X260_16S",116,158,21.8494150269843,172.78024691358,7.08627091960643,2.31983107002381,0.873380543200515,7.89768038243603,11.6473127852754
"X261_16S",94,160,27.0716168246376,176.061674083121,7.98578158424386,2.09209703848744,0.800007771824065,5.00019430315208,17.6127803682095
"X262_16S",126,215.4375,34.0828818104419,215.906862391281,8.86953020862872,3.03304203184519,0.914013125,11.6296818555157,24.7470796414469
"X263_16S",226,362.5,36.1557867023934,403.291591844409,12.9275752792457,0.706800857623045,0.230276440376457,1.29916771741933,31.3965790197779
"X264_16S",136,197.894736842105,23.9183621207575,199.658797464446,7.90331682876546,2.89922971803631,0.895512101206988,9.57048626253816,24.8752233369443
"X265_16S",196,259.75,18.1258464460971,291.641402090837,9.27933565487359,3.87615431845103,0.925546802862419,13.4312566611762,76.649383661813
"X266_16S",65,130,37.6216427073566,103.916152249135,5.37594353726635,2.74311789417379,0.884790908640875,8.67987055711466,13.5939504888758
"X267_16S",219,290.818181818182,21.1547404198133,313.430903651091,10.0352958053204,3.05685799124823,0.892829441242233,9.33092083862558,47.1874774718484
"X268_16S",174,212.277777777778,13.8039366420802,224.196613754598,7.66743354095527,1.53405749067844,0.494991817468737,1.98016593510957,26.9788528753392
"X269_16S",47,54.5,5.22497512914354,59.352358393878,4.20477477943511,1.21817244192497,0.523404399250052,2.09821491937074,7.95606846959964
"X27_16S",126,181.1,19.1298990901344,205.246639778063,8.26057554646743,2.54155725800704,0.819535407785061,5.54125320499971,30.9519376650299
"X270_16S",107,150.157894736842,17.9511597088695,164.432162236552,7.25253516570204,3.12829162857544,0.918400194868612,12.2549312267333,22.3755488817524
"X272_16S",81,110.545454545455,15.5330797213111,111.699641643569,5.50202564076641,3.05354680804961,0.929360920838924,14.1564699296225,16.2136492457866
"X273_16S",161,283.375,35.4453920797481,314.540766317091,12.4924500093452,0.768083840508679,0.252749650873863,1.33823958887331,27.9635636215733
"X274_16S",150,222,24.075542232203,243.441492701806,9.21717693418299,2.99234598747243,0.897068017129784,9.71515336745112,33.2492737748372
"X275_16S",100,135.428571428571,16.7505494758869,133.227718802841,5.87657302766032,3.54844348440662,0.94066910743593,16.8546259256107,28.9101211465507
"X276_16S",179,268.146341463415,25.5382763696959,295.591015154865,11.4103244505577,2.11154363427214,0.74280354817635,3.88807852094966,39.0121538203758
"X277_16S",118,185.105263157895,25.5302501157136,194.555373721479,8.51023532784837,2.78445306014781,0.892473646630005,9.30004569725364,24.4905021341732
"X278_16S",86,126.615384615385,19.0747205966931,125.605941772461,5.88874216044549,3.0978139854204,0.92963594718954,14.2118021924306,18.8944477937814
"X279_16S",320,397.6,20.6686295910352,403.739489981545,9.90027974339635,4.11358812485933,0.921397687308255,12.7222719759113,92.3238166788228
"X280_16S",294,357.8,17.8228433431853,370.686347622859,9.59297914090094,2.55236081717212,0.812625206012821,5.33689712858831,48.1114178377788
"X281_16S",171,238.777777777778,23.1913465466726,231.768561104735,7.7479124448836,3.03702277040023,0.912407681660505,11.4165262314916,30.4145771408586
"X282_16S",98,123.588235294118,12.3340604702394,123.432402234637,5.54911077841142,2.90694849677155,0.913444462735084,11.553275868872,18.1348196476864
"X283_16S",217,284,21.5204513856584,281.917526177013,8.38570744251796,2.61401633517853,0.8188252293079,5.51953230673305,44.0197694095367
"X284_16S",93,124.071428571429,15.1069368538978,120.855403675431,5.50371556967702,1.61493580293132,0.688378868331547,3.20902499341393,14.8367869335269
"X285_16S",333,419.428571428571,20.5740336429674,443.416352220228,10.652501056544,0.549282377630062,0.161115455209678,1.19205915308637,53.1371567760072
"X286_16S",43,73.6,20.00163341156,69.2162468644922,4.5267682575721,3.02285028595312,0.923224179091032,13.02493399824,13.7888229520385
"X287_16S",183,243.272727272727,22.4228355178269,233.80418272428,7.71547690521631,2.9706857555502,0.890778979266184,9.15574669858754,30.0511913829073
"X288_16S",159,197.636363636364,14.2096829238673,215.260890702345,7.85275049711678,0.381049044012312,0.113278891827079,1.12775030478353,18.1034727514255
"X289_16S",288,403.5,26.3241628398952,453.482308507548,13.1625232272859,1.12769790508857,0.274454747144393,1.37827378246111,62.3908974715319
"X290_16S",1051,1249.00561797753,31.7619158037056,1267.66857189788,17.3391402473419,4.17592321023548,0.955804154137756,22.6265609468578,171.076076079759
"X291_16S",76,137.5,26.099129119883,156.134697092482,7.83202917094854,3.28042002612179,0.91408203125,11.6390088656513,31.5100003596508
"X292_16S",1814,2081.04545454545,36.0114307259287,2090.63479148321,22.2840921039559,4.96749854713503,0.981786786826572,54.9051938544789,284.148313255557
"X293_16S",126,199.75,25.6830152826102,212.703839042149,8.38983685501919,2.34382992655587,0.717424714098002,3.53887990171517,31.7436283864505
"X294_16S",61,112.666666666667,25.9006325030945,118.401135583636,6.54428194335211,2.64834781222482,0.863193277310924,7.30958230958231,17.0307160015157
"X295_16S",91,164.5,28.983536343748,196.301010940219,9.21055401875239,2.92246129607556,0.866583503086074,7.49532496453684,27.8847117978712
"X296_16S",1575,1809.90706319703,32.5736228133847,1859.64692518615,21.2595753564181,4.67836934035331,0.978056451741624,45.5714813404562,244.710397129084
"X297_16S",210,285.307692307692,20.9772842622319,290.01567244705,9.04759327143214,2.46503486864642,0.654503069537801,2.89438172044602,57.0128132703874
"X298_16S",2155,2467.23342939481,37.8284962247961,2488.05008423927,23.9117509639865,4.49930200233597,0.971045670624256,34.5371494197942,308.081565389294
"X299_16S",49,66.7692307692308,10.0145015523148,76.5443987953778,4.95933683219569,1.87477087562617,0.69874794060671,3.31947938219563,10.5760411276577
